33	ほんとに	146	309	0.03234565	74.13426384	副詞,一般,*,*
33	時	146	309	0.03234565	74.16660949	名詞,接尾,助数詞,*
33	時間	146	309	0.03234565	74.19895514	名詞,接尾,助数詞,*
32	こう	147	313	0.03136548	74.23032061	副詞,助詞類接続,*,*
32	しかも	147	313	0.03136548	74.26168609	接続詞,*,*,*
32	そいつ	147	313	0.03136548	74.29305157	名詞,一般,*,*
32	ふたたび	147	313	0.03136548	74.32441704	副詞,一般,*,*
32	悪い	147	313	0.03136548	74.35578252	形容詞,自立,*,*
32	丘	147	313	0.03136548	74.38714800	名詞,一般,*,*
32	大	147	313	0.03136548	74.41851347	接頭詞,名詞接続,*,*
32	年	147	313	0.03136548	74.44987895	名詞,接尾,助数詞,*
32	発見	147	313	0.03136548	74.48124443	名詞,サ変接続,*,*
31	おもしろい	148	322	0.03038531	74.51162973	形容詞,自立,*,*
31	べし	148	322	0.03038531	74.54201504	助動詞,*,*,*
31	近く	148	322	0.03038531	74.57240034	名詞,副詞可能,*,*
31	掘る	148	322	0.03038531	74.60278565	動詞,自立,*,*
31	見つかる	148	322	0.03038531	74.63317095	動詞,自立,*,*
31	出かける	148	322	0.03038531	74.66355626	動詞,自立,*,*
31	新しい	148	322	0.03038531	74.69394156	形容詞,自立,*,*
31	森	148	322	0.03038531	74.72432687	名詞,一般,*,*
31	走る	148	322	0.03038531	74.75471217	動詞,自立,*,*
30	なのだ	149	331	0.02940513	74.78411731	名詞,一般,*,*
30	以上	149	331	0.02940513	74.81352244	名詞,非自立,副詞可能,*
30	嘘	149	331	0.02940513	74.84292758	名詞,一般,*,*
30	行う	149	331	0.02940513	74.87233271	動詞,自立,*,*
30	思い出す	149	331	0.02940513	74.90173784	動詞,自立,*,*
29	しゃべる	150	336	0.02842496	74.93016281	動詞,自立,*,*
29	タバコ	150	336	0.02842496	74.95858777	名詞,一般,*,*
29	ときどき	150	336	0.02842496	74.98701273	副詞,一般,*,*
29	もん	150	336	0.02842496	75.01543770	名詞,非自立,一般,*
29	やってくる	150	336	0.02842496	75.04386266	動詞,自立,*,*
29	陰	150	336	0.02842496	75.07228762	名詞,一般,*,*
29	向う	150	336	0.02842496	75.10071258	名詞,一般,*,*
29	身	150	336	0.02842496	75.12913755	名詞,一般,*,*
29	生徒	150	336	0.02842496	75.15756251	名詞,一般,*,*
28	さき	151	345	0.02744479	75.18500730	名詞,一般,*,*
28	すべて	151	345	0.02744479	75.21245209	名詞,副詞可能,*,*
28	ハックルベリー	151	345	0.02744479	75.23989689	名詞,一般,*,*
28	もつ	151	345	0.02744479	75.26734168	動詞,自立,*,*
28	起る	151	345	0.02744479	75.29478647	動詞,自立,*,*
28	教会	151	345	0.02744479	75.32223126	名詞,一般,*,*
28	犬	151	345	0.02744479	75.34967605	名詞,一般,*,*
28	高い	151	345	0.02744479	75.37712085	形容詞,自立,*,*
28	地面	151	345	0.02744479	75.40456564	名詞,一般,*,*
28	的	151	345	0.02744479	75.43201043	名詞,一般,*,*
28	不安	151	345	0.02744479	75.45945522	名詞,形容動詞語幹,*,*
28	忘れる	151	345	0.02744479	75.48690001	動詞,自立,*,*
28	離	151	345	0.02744479	75.51434480	名詞,固有名詞,地域,一般
28	六	151	345	0.02744479	75.54178960	名詞,数,*,*
27	ああ	152	359	0.02646462	75.56825422	感動詞,*,*,*
27	あがる	152	359	0.02646462	75.59471884	動詞,自立,*,*
27	あの子	152	359	0.02646462	75.62118346	名詞,一般,*,*
27	ささやく	152	359	0.02646462	75.64764808	動詞,自立,*,*
27	さっそく	152	359	0.02646462	75.67411270	副詞,助詞類接続,*,*
27	そば	152	359	0.02646462	75.70057732	名詞,一般,*,*
27	たちまち	152	359	0.02646462	75.72704194	副詞,助詞類接続,*,*
27	とか	152	359	0.02646462	75.75350656	助詞,並立助詞,*,*
27	について	152	359	0.02646462	75.77997118	助詞,格助詞,連語,*
27	もらう	152	359	0.02646462	75.80643580	動詞,非自立,*,*
27	好き	152	359	0.02646462	75.83290042	名詞,形容動詞語幹,*,*
27	別	152	359	0.02646462	75.85936505	名詞,一般,*,*
26	あらゆる	153	371	0.02548445	75.88484949	連体詞,*,*,*
26	マイル	153	371	0.02548445	75.91033394	名詞,接尾,助数詞,*
26	引く	153	371	0.02548445	75.93581839	動詞,自立,*,*
26	決して	153	371	0.02548445	75.96130284	副詞,一般,*,*
26	心配	153	371	0.02548445	75.98678729	名詞,サ変接続,*,*
26	進む	153	371	0.02548445	76.01227174	動詞,自立,*,*
26	通る	153	371	0.02548445	76.03775619	動詞,自立,*,*
26	二度と	153	371	0.02548445	76.06324064	副詞,一般,*,*
26	鞭	153	371	0.02548445	76.08872509	名詞,一般,*,*
26	枚	153	371	0.02548445	76.11420954	名詞,接尾,助数詞,*
26	眠い	153	371	0.02548445	76.13969399	形容詞,自立,*,*
26	幽霊	153	371	0.02548445	76.16517844	名詞,一般,*,*
25	いく	154	383	0.02450428	76.18968272	動詞,非自立,*,*
25	うれしい	154	383	0.02450428	76.21418700	形容詞,自立,*,*
25	かくす	154	383	0.02450428	76.23869128	動詞,自立,*,*
25	ころ	154	383	0.02450428	76.26319555	名詞,非自立,副詞可能,*
25	それで	154	383	0.02450428	76.28769983	接続詞,*,*,*
25	はっきり	154	383	0.02450428	76.31220411	副詞,助詞類接続,*,*
25	ほんとう	154	383	0.02450428	76.33670839	名詞,一般,*,*
25	やめる	154	383	0.02450428	76.36121267	動詞,自立,*,*
25	引きあげる	154	383	0.02450428	76.38571695	動詞,自立,*,*
25	殴る	154	383	0.02450428	76.41022122	動詞,自立,*,*
25	恐ろしい	154	383	0.02450428	76.43472550	形容詞,自立,*,*
